Shop_ID,Shopname,Tag,Googlemap_link,District,State,State_code,Latitude,Longitude,Instagram_link,Facebook_link,Twitter_link,Tiktok_link,Whatsapp_link,Date Collected,Time Collected
coffee-clan,Coffee clan,"Muslim Owner,  Night Owl","https://www.google.com/maps/search/?api=1&query=5.7321196,101.8604007&query_place_id=ChIJoVOnCpkxtDERUiegBOamd44",Jeli,Kelantan,3,5.7321196,101.8604007,https://www.instagram.com/coffeeclanmalaysia,https://www.facebook.com/coffeeclan,,,https://wa.me/60104621681,20-03-2024,03:36:07
afloat-coffee-roaster,Afloat Coffee Roaster,,"https://www.google.com/maps/search/?api=1&query=3.0620172,101.6758757&query_place_id=ChIJ6fpYAk9LzDERpcp8_zZLLLY",Kuala Lumpur,Kuala Lumpur,14,3.0620172,101.6758757,https://www.instagram.com/afloatcoffeeroaster,,,,,20-03-2024,03:36:07
raw-brew-dine,Raw - Brew & Dine,,"https://www.google.com/maps/search/?api=1&query=1.4825679,103.77494&query_place_id=ChIJ90H2Of5t2jERrmjMq_jv7eI",Johor Bahru,Johor,1,1.4825679,103.77494,https://www.instagram.com/raw.johor,https://www.facebook.com/raw.johor,,,https://wa.me/60176631336,20-03-2024,03:36:07
the-kelapa,The Kelapa,,"https://www.google.com/maps/search/?api=1&query=6.434235699999999,99.79931479999999&query_place_id=ChIJiW_Ou2p7TDARxVzVV6fOk38",Langkawi,Kedah,2,6.434235699999999,99.79931479999999,https://www.instagram.com/thekelapacafe_trv,,,,,20-03-2024,03:36:07
blend-coffee-roasters-bukit-jelutong,Blend Coffee Roasters,Muslim Owner,"https://www.google.com/maps/search/?api=1&query=3.0998866,101.5342181&query_place_id=ChIJQ7_ExBBNzDERRgqZeRtZuZ0",Shah Alam,Selangor,10,3.0998866,101.5342181,https://www.instagram.com/blendcoffeeroasters,https://www.facebook.com/blendcoffeeroasters,,,,20-03-2024,03:36:07
glacee-my,Glacee.my,Muslim Owner,"https://www.google.com/maps/?q=2.8439811,101.8017224",Nilai,Negeri Sembilan,5,2.8439811,101.8017224,https://www.instagram.com/glacee.my,,,,https://wa.me/60176425779,20-03-2024,03:36:07
pintu-cafe,Pintu Cafe,Muslim Owner,"https://www.google.com/maps/search/?api=1&query=5.2328909,103.1021004&query_place_id=ChIJc7zv66fBtzERoE1B7NM5ZLM",Bukit Payong,Terengganu,11,5.2328909,103.1021004,https://www.instagram.com/pintucafe20,https://www.facebook.com/pintucafe20,,,https://wa.me/60182821198,20-03-2024,03:36:07
membawang-cafe,Membawang Cafe,Muslim Owner,"https://www.google.com/maps/search/?api=1&query=2.2013437,102.2516401&query_place_id=ChIJVVJdXznx0TERgQ_uZ7khXj0",Melaka,Melaka,4,2.2013437,102.2516401,https://www.instagram.com/membawangcafe,https://www.facebook.com/membawangcafe,,,https://wa.me/60129205886,20-03-2024,03:36:07
offee-cafe,Offee Cafe,"Night Owl,  Early Bird","https://www.google.com/maps/search/?api=1&query=1.4570428,103.7636378&query_place_id=ChIJ7cp5M5wT2jERZtiLaq4rkYQ",Johor Bahru,Johor,1,1.4570428,103.7636378,https://www.instagram.com/offeecafe,,,,,20-03-2024,03:36:07
fatjava-co-coffee-shop,Fatjava & Co Coffee Shop,Muslim Owner,"https://www.google.com/maps/?q=1.5978637,103.7197189",Skudai,Johor,1,1.5978637,103.7197189,,https://www.facebook.com/FatJava.Co,,,https://wa.me/60127751911,20-03-2024,03:36:07
pankour-coffee-roastery,Pankour Coffee Roastery,,"https://www.google.com/maps/search/?api=1&query=1.5836453,103.759715&query_place_id=ChIJN31Xy61v2jERRM7-JemQ-qY",Johor Bahru,Johor,1,1.5836453,103.759715,https://www.instagram.com/pankourcoffee_roastery,https://www.facebook.com/pankourcoffeejb,,,https://wa.me/601131759196,20-03-2024,03:36:07
yeon-cafe,Yeon Cafe,,"https://www.google.com/maps/search/?api=1&query=1.4814996,103.7734967&query_place_id=ChIJMWiBEIVt2jERnIPGTGkp5Xw",Johor Bahru,Johor,1,1.4814996,103.7734967,https://www.instagram.com/yeon_cafe,https://www.facebook.com/yeoncafejb,,,https://wa.me/60183856899,20-03-2024,03:36:07
kafolakto-station,Kafolakto Station,Muslim Owner,"https://www.google.com/maps/search/?api=1&query=5.6585792,100.5026988&query_place_id=ChIJUXxu7XwpSzARSQIoxYGU1YE",Sungai Petani,Kedah,2,5.6585792,100.5026988,https://www.instagram.com/kafolakto.coffee,https://www.facebook.com/Kafolakto,,,https://wa.me/60116346 6091,20-03-2024,03:36:07
bloom-by-mokmok,Bloom by Mokmok,,"https://www.google.com/maps/search/?api=1&query=1.5525998,103.7855132&query_place_id=ChIJNx5dn9xv2jERhcGho82XJ5Q",Johor Bahru,Johor,1,1.5525998,103.7855132,https://www.instagram.com/bloombymokmok,https://www.facebook.com/bloomjb,,,,20-03-2024,03:36:07
la-strada-coffee,La Strada Coffee,,"https://www.google.com/maps/search/?api=1&query=1.4904238,103.7677412&query_place_id=ChIJbeAfbSRt2jERpwwmp2oZ1Uo",Johor Bahru,Johor,1,1.4904238,103.7677412,https://www.instagram.com/lastradacoffee,https://www.facebook.com/lastrada.coffee,,,,20-03-2024,03:36:07
miyakori-coffee-citysquare,Miyakori Coffee,Muslim Friendly,"https://www.google.com/maps/search/?api=1&query=1.4623611,103.763631&query_place_id=ChIJl37XTMMS2jERmxJMgy0wLSU",Johor Bahru,Johor,1,1.4623611,103.763631,https://www.instagram.com/miyakoricoffee,https://www.facebook.com/miyakoricoffee,,,,20-03-2024,03:36:07
brewsmith-coffee-roaster,Brewsmith Coffee Roaster,,"https://www.google.com/maps/search/?api=1&query=1.4976001,103.7788259&query_place_id=ChIJVyNTbnRt2jERzQDoI55XDsE",Johor Bahru,Johor,1,1.4976001,103.7788259,https://www.instagram.com/brewsmithcoffee,https://www.facebook.com/brewsmithcoffee,,,,20-03-2024,03:36:07
d-cafe,D’ Cafe,,"https://www.google.com/maps/search/?api=1&query=1.4849098,103.7698335&query_place_id=ChIJRV8iS2tt2jERNAw20F9D8e0",Johor Bahru,Johor,1,1.4849098,103.7698335,https://www.instagram.com/dcafe.jb,https://www.facebook.com/dcafe.jb,,,,20-03-2024,03:36:07
a-bread-coffee-place,A Bread & Coffee Place,,"https://www.google.com/maps/search/?api=1&query=1.4808714,103.7734919&query_place_id=ChIJIQ3vUhBt2jEREvFpAB6pIvQ",Johor Bahru,Johor,1,1.4808714,103.7734919,https://www.instagram.com/coffeesplace,https://www.facebook.com/abreadncoffeeshop,,,https://wa.me/601152096888,20-03-2024,03:36:07
fifty-trees,Fifty Trees,,"https://www.google.com/maps/search/?api=1&query=1.4908432,103.7620473&query_place_id=ChIJ0UYNcDtt2jERwqdx6-al6R8",Johor Bahru,Johor,1,1.4908432,103.7620473,https://www.instagram.com/fiftytrees,https://www.facebook.com/fiftytrees53,,,,20-03-2024,03:36:07
haru-coffee,Haru Coffee 하루 커피,,"https://www.google.com/maps/search/?api=1&query=1.5478019,103.7442641&query_place_id=ChIJdZySTt9t2jER7rBemZ2lqGw",Johor Bahru,Johor,1,1.5478019,103.7442641,https://www.instagram.com/harucoffee.co,https://www.facebook.com/harucoffee.co,,,https://wa.me/60167755239,20-03-2024,03:36:07
sunday-morning-coffee-shop,Sunday Morning Coffee Shop,,"https://www.google.com/maps/search/?api=1&query=1.4576562,103.7641317&query_place_id=ChIJTSwQTgoT2jERHmdkhIir_AY",Johor Bahru,Johor,1,1.4576562,103.7641317,https://www.instagram.com/sundaymorning_sundaymorning,https://www.facebook.com/hisundaymorningstudio,,,https://wa.me/60149148198,20-03-2024,03:36:07
i-drink-coffee,I Drink Coffee,,"https://www.google.com/maps/search/?api=1&query=1.517689,103.781708&query_place_id=ChIJ0z20mlZs2jERetzUfU38rhg",Johor Bahru,Johor,1,1.517689,103.781708,,https://www.facebook.com/idrinkcoffeejb,,,https://wa.me/60176501012,20-03-2024,03:36:07
the-brew-orchestra,The Brew Orchestra,,"https://www.google.com/maps/search/?api=1&query=1.5313502,103.7918159&query_place_id=ChIJ4TSSxUZs2jERq8oHfe4JUxE",Johor Bahru,Johor,1,1.5313502,103.7918159,https://www.instagram.com/thebreworchestra,https://www.facebook.com/thebreworchestra,,,https://wa.me/60189797933,20-03-2024,03:36:07
chaiwalla-co-container-cafe,Chaiwalla & Co. Container Cafe,,"https://www.google.com/maps/search/?api=1&query=1.4564583,103.7639923&query_place_id=ChIJ_c3P1ucS2jERFJwvnhk2kAQ",Johor Bahru,Johor,1,1.4564583,103.7639923,https://www.instagram.com/chaiwallaco,https://www.facebook.com/chaiwalla.co,,,https://wa.me/60127353572,20-03-2024,03:36:07
jwc-the-factory-30,"JWC, The Factory 30",,"https://www.google.com/maps/search/?api=1&query=1.5488889,103.7760617&query_place_id=ChIJJwwK5IVu2jERhSLFjPFz6Ic",Johor Bahru,Johor,1,1.5488889,103.7760617,https://www.instagram.com/jwc_thefactory30,https://www.facebook.com/thefactorythirty,,,,20-03-2024,03:36:07
my-liberica-coffee,My Liberica Coffee,,"https://www.google.com/maps/search/?api=1&query=1.5213898,103.7848663&query_place_id=ChIJVdAX91Bs2jERkBJLO2czVnw",Johor Bahru,Johor,1,1.5213898,103.7848663,https://www.instagram.com/myliberica.coffee,https://www.facebook.com/mylibericacoffeemy,,,,20-03-2024,03:36:07
vamos-coffee-roastery,Vamos Coffee Roastery,,"https://www.google.com/maps/search/?api=1&query=1.4903968,103.7649359&query_place_id=ChIJX539AS9t2jER8gz3nbh4Jjc",Johor Bahru,Johor,1,1.4903968,103.7649359,https://www.instagram.com/vamoscoffee,https://www.facebook.com/vamoscoffeeroastery,,,https://wa.me/60167233124,20-03-2024,03:36:07
sweet-blossom-coffee-roasters,Sweet Blossom Coffee Roasters,,"https://www.google.com/maps/search/?api=1&query=1.4808333,103.7686111&query_place_id=ChIJsXoCEixt2jERLj0R7jp2AN4",Johor Bahru,Johor,1,1.4808333,103.7686111,https://www.instagram.com/sweetblossomcoffee,https://www.facebook.com/sweetblossomcoffeeroasters,https://www.twitter.com/sweetblossomcr,,https://wa.me/60167705139,20-03-2024,03:36:07
avg-coffee,AVG Coffee,Muslim Owner,"https://www.google.com/maps/search/?api=1&query=5.4300374,101.1285375&query_place_id=ChIJaUjCdScRtTERGUK1ZpCoadU",Gerik,Perak,8,5.4300374,101.1285375,https://www.instagram.com/avg_coffee,https://www.facebook.com/Avg.coffee,,,https://wa.me/60142886166,20-03-2024,03:36:07
eddie-co-coffee-house,Eddie & Co. Coffee House,,"https://www.google.com/maps/search/?api=1&query=3.1330669,101.7538194&query_place_id=ChIJh82_a_U2zDERvZBFiCpyLFY",Kuala Lumpur,Kuala Lumpur,14,3.1330669,101.7538194,https://www.instagram.com/eddiecoffeehouse,https://www.facebook.com/eddiecoffeehouse,,,https://wa.me/0133911316,20-03-2024,03:36:07
der-backmeister,Der Backmeister,,"https://www.google.com/maps/search/?api=1&query=3.1597048,101.7518847&query_place_id=ChIJtwLGHKg3zDERBcmKXX_3HhA",Ampang,Selangor,10,3.1597048,101.7518847,https://www.instagram.com/derbackmeister,https://www.facebook.com/derbackmeister,,,https://wa.me/60175990081,20-03-2024,03:36:07
typica,Typica,Non Halal,"https://www.google.com/maps/?q=3.1393468,101.7645651",Ampang,Selangor,10,3.1393468,101.7645651,https://www.instagram.com/typicacoffeeph,https://www.facebook.com/typicadouyuan,,,https://wa.me/60122131810,20-03-2024,03:36:07
the-weekenders-coffee,The Weekenders Coffee,Muslim Owner,"https://www.google.com/maps/search/?api=1&query=3.1456572,101.7561826&query_place_id=ChIJo-eE91g5zDER9VBbwKi7DNw",Ampang,Selangor,10,3.1456572,101.7561826,https://www.instagram.com/twcmelawati,,,,https://wa.me/60122000400,20-03-2024,03:36:07
wolf-turtle-coffee-ampang,Wolf & Turtle Coffee,,"https://www.google.com/maps/search/?api=1&query=3.2059143,101.7575816&query_place_id=ChIJPxLk3Ms5zDERoclNP0bxn-o",Ampang,Selangor,10,3.2059143,101.7575816,https://www.instagram.com/wolfandturtlecoffee,,,,,20-03-2024,03:36:07
madinah-cafe,Madinah Cafe,Muslim Owner,"https://www.google.com/maps/search/?api=1&query=3.1507872,101.7507812&query_place_id=ChIJsw85w6o3zDERJangX16bdXY",Ampang,Selangor,10,3.1507872,101.7507812,https://www.instagram.com/madinahcafemy,https://www.facebook.com/madinahcafemy,,,https://wa.me/601111119442,20-03-2024,03:36:07
little-salty-cafe,Little Salty Cafe,,"https://www.google.com/maps/search/?api=1&query=3.1215577,101.7837072&query_place_id=ChIJSzffA_Q3zDERpOvEq_aJp00",Ampang,Selangor,10,3.1215577,101.7837072,https://www.instagram.com/littlesaltyampang,https://www.facebook.com/littlesaltyampang,,,,20-03-2024,03:36:07
paramount-coffee-house,Paramount Coffee House,,"https://www.google.com/maps/search/?api=1&query=3.071526,101.5253633&query_place_id=ChIJcaYaI35NzDER1r2IHvDKbas",Shah Alam,Selangor,10,3.071526,101.5253633,https://www.instagram.com/paramountcoffeehousee,https://www.facebook.com/paramountcoffeehouse,,https://www.tiktok.com/@paramountcoffeehouse,,20-03-2024,03:36:07
jellycafe,JellyCafe,,"https://www.google.com/maps/search/?api=1&query=3.0687497,101.5111111&query_place_id=ChIJo9j4aRRTzDERT5GCzmgR0yE",Shah Alam,Selangor,10,3.0687497,101.5111111,https://www.instagram.com/jellycafe_shahalam,,,https://www.tiktok.com/discover/jelly-cafe-shah-alam,https://wa.me/60192217969,20-03-2024,03:36:07
20oz,20oz,Muslim Owner,"https://www.google.com/maps/search/?api=1&query=3.0833019,101.5295335&query_place_id=ChIJtUfpu-VNzDER4sr5xToW5m8",Shah Alam,Selangor,10,3.0833019,101.5295335,https://www.instagram.com/20oz.coffee,,,,https://wa.me/60193750737,20-03-2024,03:36:07
emilyn-s-cafe,Emilyn's & Cafe,,"https://www.google.com/maps/search/?api=1&query=3.0883975,101.5464731&query_place_id=ChIJW16msVlNzDERQgKh6drTEH8",Shah Alam,Selangor,10,3.0883975,101.5464731,https://www.instagram.com/emilynscafe,https://www.facebook.com/emilynscafe,,,https://wa.me/60175840306,20-03-2024,03:36:07
the-komunal-cafe,The Komunal Cafe,,"https://www.google.com/maps/search/?api=1&query=3.0000364,101.5265433&query_place_id=ChIJVQMkIh6zzTERXNOaKxO1-1U",Shah Alam,Selangor,10,3.0000364,101.5265433,https://www.instagram.com/thekomunalcafe,https://www.facebook.com/thekomunalcafe,,,https://wa.me/60194415303,20-03-2024,03:36:07
maysan-coffee-laundry,Maysan Coffee & Laundry,,"https://www.google.com/maps/search/?api=1&query=3.1114437,101.4608368&query_place_id=ChIJtdYMwd5TzDER5EjSyhslTU8",Shah Alam,Selangor,10,3.1114437,101.4608368,https://www.instagram.com/maysan.coffee.laundry,https://www.facebook.com/maysancoffeelaundry,,,https://wa.me/60122902025,20-03-2024,03:36:07
The-Mad-Alchemy,The Mad Alchemy,,"https://www.google.com/maps/search/?api=1&query=3.0597471,101.6871525&query_place_id=ChIJFcKxC5NKzDER1JDSIpuAsAg",Kuala Lumpur,Kuala Lumpur,14,3.0597471,101.6871525,https://www.instagram.com/themadalchemy,https://www.facebook.com/TheMadAlchemy,https://www.twitter.com/themadalchemy,,,20-03-2024,03:36:07
lush-cafe,Lush Cafe,,"https://www.google.com/maps/?q=3.0947147,101.4458288",Shah Alam,Selangor,10,3.0947147,101.4458288,https://www.instagram.com/lush_cafe,https://www.facebook.com/lushcoffee,,,https://wa.me/60165218965,20-03-2024,03:36:07
mukarami-coffee,Mukarami Coffee,,"https://www.google.com/maps/search/?api=1&query=3.078375,101.5481666&query_place_id=ChIJo9UYd6RNzDERbWQJ7AMdlWY",Shah Alam,Selangor,10,3.078375,101.5481666,https://www.instagram.com/mukaramicoffee,,,,,20-03-2024,03:36:07
cafe-amazon,Cafe Amazon,,"https://www.google.com/maps/search/?api=1&query=3.0716433,101.5223675&query_place_id=ChIJh_Dm2hBTzDERWGAfshd-Lg4",Shah Alam,Selangor,10,3.0716433,101.5223675,https://www.instagram.com/cafeamazonmy,https://www.facebook.com/cafeamazonmalaysia,,,,20-03-2024,03:36:07
koh-wah-abi,Koh Wah Abi,"Muslim Owner,  Night Owl","https://www.google.com/maps/?q=3.8032137,103.3264643",Kuantan,Pahang,6,3.8032137,103.3264643,https://www.instagram.com/kohwahabi_esplanade,,,,,20-03-2024,03:36:07
the-hideout-cafe,The Hideout Cafe,Muslim Owner,"https://www.google.com/maps/search/?api=1&query=3.0972623,101.5357566&query_place_id=ChIJf3dhePJNzDERnOy-qDQ13Hc",Shah Alam,Selangor,10,3.0972623,101.5357566,https://www.instagram.com/thehideoutbj,https://www.facebook.com/thehideoutbj,,,,20-03-2024,03:36:07
rasa-kopi-shah-alam,Rasa Kopi,Muslim Owner,"https://www.google.com/maps/search/?api=1&query=3.0737815,101.4812217&query_place_id=ChIJO0DGXndTzDEROnepCjTkNww",Shah Alam,Selangor,10,3.0737815,101.4812217,https://www.instagram.com/rasakopishahalam,,,,https://wa.me/60139411540,20-03-2024,03:36:07
ghaztronomy-coffee,Ghaztronomy Coffee,Muslim Owner,"https://www.google.com/maps/search/?api=1&query=2.2909483,102.1354569&query_place_id=ChIJSziysyD50TERHqvy_Zz5A40",Sungai Udang,Melaka,4,2.2909483,102.1354569,https://www.instagram.com/ghaztronomy,,,,https://wa.me/60134156855,20-03-2024,03:36:07
aurora-coffee-euphoria-cafe,Aurora Coffee - Euphoria Cafe,Muslim Owner,"https://www.google.com/maps/search/?api=1&query=3.10912,101.4616629&query_place_id=ChIJ0cQDA7JTzDERS5_W1BhYrwY",Shah Alam,Selangor,10,3.10912,101.4616629,,,,,https://wa.me/601164093400,20-03-2024,03:36:07
stesen-83,Stesen 83,Muslim Owner,"https://www.google.com/maps/search/?api=1&query=3.0981707,101.536887&query_place_id=ChIJKTiS8e1NzDERAm5PQPESEno",Shah Alam,Selangor,10,3.0981707,101.536887,https://www.instagram.com/stesen.83,https://www.facebook.com/stesen83,,,https://wa.me/601126171883,20-03-2024,03:36:07
kueh-cafe,Kueh Cafe,Muslim Owner,"https://www.google.com/maps/search/?api=1&query=3.0878781,101.5447956&query_place_id=ChIJDV_2X5ZNzDER-hLL_-Be3no",Shah Alam,Selangor,10,3.0878781,101.5447956,https://www.instagram.com/kuehcafe,,,,https://wa.me/60126400652,20-03-2024,03:36:07
hemma-kafe,HEMMA Kafé,,"https://www.google.com/maps/search/?api=1&query=3.1258422,101.4681604&query_place_id=ChIJv5I3gNpTzDEREnC2GcV8WQM",Shah Alam,Selangor,10,3.1258422,101.4681604,https://www.instagram.com/hemmakafe,https://www.facebook.com/hemmakafe8888,,,https://wa.me/60102852898,20-03-2024,03:36:07
toran-coffee,Toran Coffee,Muslim Owner,"https://www.google.com/maps/search/?api=1&query=3.0887786,101.5465465&query_place_id=ChIJz7ZP_VJNzDER5RpBZ-G-aCY",Shah Alam,Selangor,10,3.0887786,101.5465465,https://www.instagram.com/torankopi,https://www.facebook.com/ToranCoffee-157772337627366,,,https://wa.me/601155077247,20-03-2024,03:36:07
fifties-cafe,Fifties Cafe,,"https://www.google.com/maps/?q=3.087986,101.578695",Shah Alam,Selangor,10,3.087986,101.578695,,https://www.facebook.com/fiftiescafe,,,https://wa.me/601111909746,20-03-2024,03:36:07
one-serambi-cafe,One Serambi Cafe,Muslim Owner,"https://www.google.com/maps/search/?api=1&query=3.1033763,101.5282048&query_place_id=ChIJ6ZXkGPpNzDER3ddrCxAZ5k8",Shah Alam,Selangor,10,3.1033763,101.5282048,https://www.instagram.com/oneserambicafe,https://www.facebook.com/OneSerambiCafe,,,https://wa.me/60127307734,20-03-2024,03:36:07
kopimeo-cafe,Kopimeo Cafe,Muslim Owner,"https://www.google.com/maps/search/?api=1&query=3.0823242,101.5269731&query_place_id=ChIJtTrpqIdNzDERmGknFOMetUU",Shah Alam,Selangor,10,3.0823242,101.5269731,https://www.instagram.com/kopimeo_x_lacarne,https://www.facebook.com/kopimeo,,https://www.tiktok.com/@kopimeoxlacarne,,20-03-2024,03:36:07
kopi-cafe,KOPI Cafe,,"https://www.google.com/maps/search/?api=1&query=3.0937833,101.4451333&query_place_id=ChIJTagpYI1TzDERsrBpq1GKGGI",Shah Alam,Selangor,10,3.0937833,101.4451333,,https://www.facebook.com/Kopicafemy,,,https://wa.me/60136185118,20-03-2024,03:36:07
nisy-coffee-roasters,NISY Coffee Roasters,,"https://www.google.com/maps/search/?api=1&query=2.9862633,101.4555016&query_place_id=ChIJXfNJEmiszTERbxp0DvnlQho",Klang,Selangor,10,2.9862633,101.4555016,https://www.instagram.com/nisycoffeeroasters,https://www.facebook.com/nisycoffee,,,,20-03-2024,03:36:07
moka-artisan-coffee,Moka Artisan Coffee,,"https://www.google.com/maps/search/?api=1&query=2.9880564,101.4523351&query_place_id=ChIJT_MBP2aszTERwgoPurpURHQ",Klang,Selangor,10,2.9880564,101.4523351,https://www.instagram.com/moka.artisancoffee,https://www.facebook.com/MokaArtisanCoffee,,,https://wa.me/60163746918,20-03-2024,03:36:07
sundaze-coffee,Sundaze Coffee,,"https://www.google.com/maps/search/?api=1&query=2.9879919,101.4548155&query_place_id=ChIJeWVRUGCrzTERUyXUOR1oUNE",Klang,Selangor,10,2.9879919,101.4548155,https://www.instagram.com/sundazecoffee_,https://www.facebook.com/sundazecoffeee,,,https://wa.me/60173181891,20-03-2024,03:36:07
portobello-cafe,Portobello Café,Non Halal,"https://www.google.com/maps/search/?api=1&query=2.996313,101.4453842&query_place_id=ChIJBwKXVEytzTERaiBCdhGuj4Y",Klang,Selangor,10,2.996313,101.4453842,https://www.instagram.com/portobellocafe136,https://www.facebook.com/Portobello.Cafe.Klang,,,https://wa.me/60192190191,20-03-2024,03:36:07
cozy-coffee,Cozy Coffee,Non Halal,"https://www.google.com/maps/search/?api=1&query=2.9954135,101.4457946&query_place_id=ChIJc23RyGKszTERK3NNqAUeo_E",Klang,Selangor,10,2.9954135,101.4457946,https://www.instagram.com/cozycoffeeklang,https://www.facebook.com/CozyCoffeeKlang,,,https://wa.me/60182398870,20-03-2024,03:36:07
cafe-1986,Cafe 1986,,"https://www.google.com/maps/search/?api=1&query=2.9937594,101.446541&query_place_id=ChIJ-fyH0GKszTERbbsxLgDrf1Q",Klang,Selangor,10,2.9937594,101.446541,https://www.instagram.com/cafe1986__,https://www.facebook.com/cafe1986,,,https://wa.me/60333188121,20-03-2024,03:36:07
mahogani-roastery-coffee,Mahogani Roastery Coffee,,"https://www.google.com/maps/search/?api=1&query=2.9948819,101.4465425&query_place_id=ChIJw3aHR0CtzTERHqESXCl0UUM",Klang,Selangor,10,2.9948819,101.4465425,https://www.instagram.com/mahogani_coffee,https://www.facebook.com/Mahogani-Roastery-Coffee-111704563745290,,,,20-03-2024,03:36:07
surya-cafe-klang,Surya Cafe Klang,Non Halal,"https://www.google.com/maps/search/?api=1&query=3.0144056,101.4313278&query_place_id=ChIJFRWIsditzTERxOdjx4TMDCE",Klang,Selangor,10,3.0144056,101.4313278,https://www.instagram.com/suryacafeklang,https://www.facebook.com/suryacafeklang,,,https://wa.me/60168703559,20-03-2024,03:36:07
good-friends-restaurant-cafe,Good Friends Restaurant & Cafe,,"https://www.google.com/maps/search/?api=1&query=3.0741216,101.5897291&query_place_id=ChIJTfQYWYROzDERQtsEParwsNw",Subang Jaya,Selangor,10,3.0741216,101.5897291,https://www.instagram.com/goodfriendscafe,https://www.facebook.com/goodfriendsrestaurantandcafe,,,https://wa.me/ 60135923751,20-03-2024,03:36:07
the-great-cafe,The Great Cafe,,"https://www.google.com/maps/search/?api=1&query=3.0815921,101.588083&query_place_id=ChIJyVGMg2hNzDERHcc_PssCVg4",Subang Jaya,Selangor,10,3.0815921,101.588083,https://www.instagram.com/thegreatcafemy,https://www.facebook.com/TheGreatCafeMY,,,,20-03-2024,03:36:07
vanilla-mille-crepe,Vanilla Mille Crepe,,"https://www.google.com/maps/search/?api=1&query=3.0752769,101.5878678&query_place_id=ChIJwfYzfxVNzDER2B_hLcYdmv4",Subang Jaya,Selangor,10,3.0752769,101.5878678,,,,,,20-03-2024,03:36:07
hisbrew-coffee,Hisbrew Coffee,,"https://www.google.com/maps/search/?api=1&query=3.0008719,101.5282404&query_place_id=ChIJR2knEHezzTEREo317AnK3ao",Shah Alam,Selangor,10,3.0008719,101.5282404,https://www.instagram.com/hisbrewcoffee,https://www.facebook.com/HisBrewCoffeeCo,,,https://wa.me/601172874351,20-03-2024,03:36:07
the-foxhole-bakery-cafe,The Foxhole Bakery Cafe,,"https://www.google.com/maps/search/?api=1&query=3.0727356,101.5846649&query_place_id=ChIJRZ2Smw5NzDERNuElazSPFTg",Subang Jaya,Selangor,10,3.0727356,101.5846649,https://www.instagram.com/thefoxhole_subang,https://www.facebook.com/TheFoxholeSubang,,,https://wa.me/60102208575,20-03-2024,03:36:07
95-degres-art-cafe,95 Degres Art Cafe,,"https://www.google.com/maps/search/?api=1&query=3.077998,101.589034&query_place_id=ChIJJe2ill5MzDERjYtoyRr6HoY",Subang Jaya,Selangor,10,3.077998,101.589034,https://www.instagram.com/95degres.artcafe,https://www.facebook.com/95degresartcafe,,,https://wa.me/60102959637,20-03-2024,03:36:07
lil-bird-the-big-bear,Lil’ Bird & The Big Bear,,"https://www.google.com/maps/search/?api=1&query=3.0491058,101.5851583&query_place_id=ChIJ9_8us-JNzDERx1XB0ykmpqE",Subang Jaya,Selangor,10,3.0491058,101.5851583,https://www.instagram.com/lilbirdbigbear,https://www.facebook.com/lilbirdbigbear,,,https://wa.me/60123166059,20-03-2024,03:36:07
the-orange-couch-cafe,The Orange Couch Cafe,Muslim Friendly,"https://www.google.com/maps/search/?api=1&query=3.0763967,101.5868216&query_place_id=ChIJB1721cJNzDERVDrascMKSYo",Subang Jaya,Selangor,10,3.0763967,101.5868216,https://www.instagram.com/the_orangecouch,https://www.facebook.com/The-Orange-Couch-Cafe-102035275688285,,,https://wa.me/60169065611,20-03-2024,03:36:07
haven-coffee-bar,Haven Coffee Bar,,"https://www.google.com/maps/?q=3.0727288,101.5854816",Subang Jaya,Selangor,10,3.0727288,101.5854816,,,,,https://wa.me/60122331344,20-03-2024,03:36:07
terrace-cafe-by-qahwa,Terrace Cafe by Qahwa,Muslim Owner,"https://www.google.com/maps/search/?api=1&query=2.8673986,101.9589563&query_place_id=ChIJveO_0yvbzTERd48356pES5A",Lenggeng,Negeri Sembilan,5,2.8673986,101.9589563,https://www.instagram.com/qahwa.kopi,https://www.facebook.com/qahwakopi-105979127776359,,,https://wa.me/60129798114,20-03-2024,03:36:07
baristcoff-house,Baristcoff House,Muslim Owner,"https://www.google.com/maps/search/?api=1&query=2.7983888,101.4815405&query_place_id=ChIJL5Fi6L-jzTER9XtTsTd2eQ0",Banting,Selangor,10,2.7983888,101.4815405,https://www.instagram.com/baristcoffhouse,https://www.facebook.com/baristcoffhouse,,,https://wa.me/601165696968,20-03-2024,03:36:07
coffee-lab-cafe,Coffee Lab Cafe,,"https://www.google.com/maps/search/?api=1&query=4.020417999999999,101.022525&query_place_id=ChIJvSgSMBwVyzERYy8pppJ3uM4",Teluk Intan,Perak,8,4.020417999999999,101.022525,https://www.instagram.com/coffeelabcafe,https://www.facebook.com/coffeelabcafetelukintan,,,https://wa.me/601136609290,20-03-2024,03:36:07
kopi-sri-mersing,Kopi Sri Mersing,Muslim Owner,"https://www.google.com/maps/search/?api=1&query=2.4165233,103.8402329&query_place_id=ChIJoSMHwW1LxTERztmbLVVFFjQ",Mersing,Johor,1,2.4165233,103.8402329,https://www.instagram.com/kopi_srimersing,,https://www.twitter.com/Kopisrimersing,,https://wa.me/601136603923,20-03-2024,03:36:07
